"id","gender","overallei_allitems","perceptions","own","others","utilization","sincerity","fairness","greedavoidance","modesty","fearfulness","anxiety","dependence","sentimentality","socialselfesteem","socialboldness","sociability","liveliness","forgiveness","gentleness","flexibility","patience","organization","diligence","perfectionism","prudence","aestheticappreciation","inquisitiveness","creativity","unconventionality"
703,"male",3.42424242424242,4.8,4.66666666666667,3.75,3.83333333333333,3.25,4.625,1.875,2.5,2.5,2.375,3,3.5,4.75,4.125,3.875,4.625,3.625,2.875,2.75,3.875,4.75,4.625,4.375,4.625,3.75,4.25,4.625,3.875
1064,"female",3.6969696969697,4,4.22222222222222,3.875,4.16666666666667,3.75,4.75,4.5,4.125,2.625,4,3.25,4.375,3.625,3.125,2.75,4.125,3.625,3.125,3.75,2.875,4.375,4.5,4.125,3.875,4.5,4.625,4.5,4.125
238,"male",3.36363636363636,3.4,3.77777777777778,3.375,3.66666666666667,2.625,4,2,2.625,2.875,3.375,2.625,3.25,4,3.25,3.5,3.5,3.125,3.125,3,3.5,3.375,3.5,3.125,3.25,3.625,3.875,3.375,3.375
841,"male",3.09090909090909,4.6,4.33333333333333,4.375,4.33333333333333,4.625,4.25,2.625,3.625,1.125,2.375,2.25,3.75,4.625,3.25,3.25,4.625,4,3.25,3.625,4,4.375,4.875,3.375,4.625,4.25,4.75,4.625,3.75
741,"male",3.36363636363636,4.3,4.66666666666667,4.375,4.5,4.375,4.875,4.5,5,2.375,3.125,2.625,4.375,4.875,4.375,4.5,5,3.125,3.875,3.375,3.625,2.875,4.25,4.625,4.25,3.5,3.625,3.875,3.125
1145,"female",3.42424242424242,3.7,3.55555555555556,3.875,3.83333333333333,4,4.25,4.375,4.625,3.25,4.25,3.125,4.25,2.625,2.625,3.375,2.75,3,3.125,3.375,3.5,2.75,3.625,3.875,3.25,3,2.75,3.125,2.875
630,"male",3.15151515151515,3.2,3.66666666666667,3.375,3.33333333333333,3.125,3.875,2.875,3.25,2.625,2.875,2.875,2.5,3.875,3,2.875,3.875,3.125,3.375,3.375,3.25,3.625,3.75,3.5,3.875,2.875,3.5,3.5,3.5
704,"male",3.03030303030303,3.9,3.55555555555556,3.375,4,3.875,3.875,3.25,3.875,2.375,2.875,3.375,3.25,3.875,4,3.625,3.75,3.125,3,3.25,3.25,3.5,3.625,3.25,4,3.875,4.125,3.625,3.25
223,"female",3.39393939393939,5,4.77777777777778,4.25,4.83333333333333,4.625,4.25,3.375,4.875,2.875,1.875,3.125,4.375,4.25,5,4.125,4,4.5,4.125,3.625,3.375,4.125,3.625,2.625,2.875,5,3,4,4.75
354,"female",3.27272727272727,3.7,4,3.75,4.16666666666667,2.875,4.625,3.125,4,3.25,2.875,3.625,3.75,3.875,2.875,3.375,3.5,3,3.125,3.5,3.375,4,3.625,3.625,3.875,3.875,3.375,3.125,3.5
218,"female",3.12121212121212,4,4,3.625,3.66666666666667,4.125,3.75,4.125,4,2.375,2.375,2,2.875,4.125,4,3.625,3.75,3,3.25,3.75,3.375,3.875,4.25,3.125,3.875,2.625,2.625,3.375,3.375
187,"male",3.75757575757576,3.9,4.77777777777778,4,3.66666666666667,3.75,3.5,4.625,4.25,1.75,2.875,1.5,2.5,3.875,4.75,2.125,4.5,3.25,2.5,2.375,3.125,2.75,4.25,4,2.125,4.75,4.25,3.625,5
1299,"female",3.42424242424242,4.3,4.88888888888889,3.875,4.83333333333333,3.5,4.625,3,4.125,1.875,2.375,2.875,3.875,4.625,4,4.25,4.75,3.75,3.25,3.5,4.5,4.125,4.875,2.625,3.875,4.5,4.75,4.875,4.125
981,"female",3.39393939393939,3.6,4.22222222222222,4,3.66666666666667,3,4.125,3.5,3.25,2.375,2.25,2.875,3.875,4.375,4.125,4.25,4.375,3.375,3.5,3.75,3.5,4.25,4.25,4,3.5,3.375,3.375,3.75,3.125
23,"female",3.12121212121212,3.9,4.11111111111111,3.75,4.16666666666667,3.125,3.25,3.875,3.625,2.875,2.625,2.25,3,4,3.625,3.125,3.625,2.875,2.625,3.125,3.125,3.125,3.625,2.875,3.125,3.875,4,3.375,3.75
1197,"male",3.36363636363636,3.8,4,3.625,3.66666666666667,3.625,3.25,2,3.125,3.375,3,2.375,2.625,4.125,4,3.75,3.75,2.625,2.25,2.5,3.125,4,4.125,4,4,3.125,4.125,3.125,3
949,"female",3.27272727272727,4,4.22222222222222,3.75,3.33333333333333,4,4.5,3.625,3.75,2.375,1.875,2,2.5,4.625,3.25,3.375,3.875,3,3.5,3.625,3.875,4.875,4.125,4,4.25,2.25,2.75,3,2.625
1126,"male",3.3030303030303,4.4,3.88888888888889,3.875,4.16666666666667,4.125,4.5,2.125,2.875,3.375,2.875,2.125,3.375,4.5,4.125,3.75,4,2.375,2.625,3.5,3,4.375,4.125,3.625,3.75,4.125,5,3.375,2.875
688,"female",3.15151515151515,3.8,4.22222222222222,3.625,4.5,4.5,4.75,4.25,4,3.5,1.875,2.125,3.375,4.625,3.375,3.625,4,2.875,2.5,2.625,3.5,3.625,4.125,3.375,4.25,4.375,4.375,4,4.25
1349,"female",3.15151515151515,3.8,4.33333333333333,4,3.83333333333333,4.75,3.25,4.25,4.625,2,2.375,3,4.125,4.125,3.75,3.875,4.375,3.875,3.375,3.625,3.625,3.75,3.25,2.25,3,4.375,4.5,3.875,4.25
343,"female",3.12121212121212,3,4.22222222222222,3.75,3.16666666666667,3.5,4.375,2.625,3.625,3.625,3.375,3.5,4.125,4,3.75,3.125,3.75,3.75,3.625,4.125,4.625,4.375,4.5,4.375,4.375,3.875,3.5,2.5,2.625
921,"male",3.09090909090909,3.9,3.88888888888889,3.75,3.66666666666667,3.75,4.875,3.25,3.375,2,3.75,3.375,3.5,4,3.625,3.625,3.875,2.75,3.625,3,3.5,2.5,3.75,3.625,3.75,2.625,3.875,3.375,3.625
1332,"female",3.39393939393939,4.7,4.66666666666667,4.375,4.33333333333333,4.25,4.375,3.875,2.875,2.375,2.125,2.25,4,3.875,4,2.125,3.25,3.375,2.875,3,4.25,2.5,4.5,3.75,4.25,4.375,4.875,4.625,4.125
1323,"male",3.15151515151515,4.1,4.22222222222222,4.125,4,4.125,4.625,4.375,4.625,3.25,3.25,3.375,4.125,4.625,3.375,3.5,4,2.25,3.625,3.5,3.625,3.75,4.5,4.25,4.25,2.875,3.375,3.75,2.625
383,"female",3.27272727272727,4.5,4.66666666666667,4.5,4.16666666666667,3.375,4.25,3.25,3.625,2.375,2.75,3.5,4.25,4.375,4,4.875,4.75,3.75,2.5,2.5,2.5,2.875,3.25,4,3.5,3.375,3.375,3.25,3.25
1364,"female",3.09090909090909,3.4,3.33333333333333,3.375,3.5,3.375,4.75,2.625,3.75,2.375,3.75,3.25,3.5,3.625,3,3.375,3.125,2.5,3.125,2.875,3.5,3,3.375,4.125,3.125,3.625,4,2.5,3.25
974,"male",3.60606060606061,4.6,3.88888888888889,3.5,2.33333333333333,4.125,5,5,5,1,2.625,2,2.75,4.75,4.5,3.25,4.5,4.5,3.25,4.25,4.625,5,5,5,5,2,3.875,3,4
1215,"female",3,3.8,3.88888888888889,3.5,3.66666666666667,4.5,4.75,4.125,3.75,2.75,3,3.125,3,4.125,3.125,3.75,3.625,3.75,2.625,3.75,3.125,3.75,4,3.5,4,3.25,4,3.5,3.5
38,"female",3.39393939393939,4,4,4,4,3.25,3.875,3.375,3.875,2.625,3.625,2.5,4,3.875,3.25,3,4,3.5,3.375,3.25,3.25,4,3.625,3.5,3.625,3.625,2.375,3.375,2.875
791,"male",3.39393939393939,4.8,4.66666666666667,4.25,3.66666666666667,3.875,2.875,2.625,3.375,2.25,1.75,1.25,3.5,4.875,4.75,3.625,5,2.875,3.875,2.75,4.375,5,4.625,5,4.75,3.875,3.25,4.375,3.875
292,"male",3.78787878787879,3.1,3.55555555555556,3.75,4,2.5,2.75,1,2.125,2.25,3.5,3,3,3.375,4,4.25,3.5,2.75,3.375,2.375,2.75,3.125,3.25,3.625,2.875,4,4.25,3.375,3.5
565,"female",3.48484848484848,3,3.88888888888889,3.75,3,3.375,4.125,4.375,4.375,2.375,2.375,2.75,2.75,3.75,3.625,3.875,4.125,3.5,3.5,2.625,3.375,1.75,2.75,3.25,3.25,3.375,4.5,3.5,4
469,"male",3.18181818181818,3,3.22222222222222,3,4,3,4.125,3.75,3.75,3.125,4,1.75,3.125,2.625,2.375,1.5,2.75,1.75,2.75,2.625,2.75,3.5,3.5,2.75,2.375,3.5,3.75,3.75,2.75
1209,"male",3.33333333333333,4.5,4.77777777777778,4.375,4.5,4.875,4.25,4.625,4.875,1.5,3.375,2.875,3.875,4.75,4.375,5,4.5,4.5,4.25,4.5,3.75,4.75,4.5,4.5,4.375,4.75,4.75,4.875,3.625
847,"female",3.24242424242424,4.5,4.33333333333333,4.25,3.16666666666667,3.5,5,3.75,3.625,2,1.875,1.625,3,4.75,4.25,3.75,4.75,3.875,3.375,3.875,4.125,4.625,4.25,4,4.625,3.625,4.375,4.375,3.125
366,"male",3.18181818181818,4,3.66666666666667,3.625,3.16666666666667,3.875,4.5,2.75,3.875,3,2,2.625,2.75,4,3.375,3.25,3.875,2.375,2.375,2.625,3.125,3.25,3.625,3.25,4.25,3.5,2.625,3.75,3.125
533,"male",3.24242424242424,4,4.33333333333333,3.875,3.83333333333333,3.75,4.75,3.125,3.625,3,3,3.5,2.25,4.75,4,3.125,4.375,2.625,2.375,3.375,3.625,3.875,4.5,3.75,4.625,2.875,3.5,2.875,3
422,"female",3.21212121212121,4.1,4,3.875,4,4.625,4.5,3.75,4,2,3.375,3.125,3.875,4.125,3,3.125,2.75,2.75,3.5,2.75,3.25,3.125,3.125,3.375,3.125,4.5,4.125,3.5,4.125
112,"male",2.57575757575758,2.9,3,3,2.5,3.5,4.5,4,4.125,2.75,2.375,2.25,2.375,4.125,3.25,3.25,3.75,3.75,3.25,3.875,3.25,3.75,3.375,3.5,3.75,1.875,2.125,2.5,2.5
396,"male",3.03030303030303,3.9,3.44444444444444,3.75,3.66666666666667,4,4,3.5,4,3.125,3,2.625,3.625,4.25,3.625,3.5,3.75,2.125,3.125,3.75,3.625,3.125,3.625,3.5,3.75,2.75,3.875,3.25,3.5
124,"male",3.18181818181818,4,3.77777777777778,3.75,3.83333333333333,3.75,2.75,4.125,2.5,2.5,2.75,3.75,3.375,4.5,3.5,4,4.25,3.625,2.125,3.125,2.375,3.125,3.25,2.375,2.875,3.875,4.5,4.25,4.25
356,"female",3.27272727272727,4.1,3.22222222222222,4,4.33333333333333,3.5,3.875,3,3.5,2.875,3.375,3.75,3.875,3.5,3.625,3.5,3.375,2,3.5,2.375,2.5,4.125,3.75,3.875,2.75,2.125,2.625,3.25,3.5
550,"male",3.03030303030303,4,3.66666666666667,3.375,3.66666666666667,3.5,4.625,2.625,2.75,2.75,3.75,2.75,3.75,4.125,3.375,3.5,3.875,3.625,3.375,3.25,3.5,3.5,4,3.875,3.625,4,4.125,3.125,3.25
91,"female",3.03030303030303,4.1,4.11111111111111,3.875,3.83333333333333,3,4.625,3.75,4.125,2.75,1.75,2.125,3.625,4.375,4,4,3.875,2,3.5,3.5,4.375,2.375,3.75,3.375,3.125,4.25,3.625,3.875,3.75
259,"male",2.96969696969697,3.9,3.77777777777778,3.625,3.33333333333333,4.375,4.625,3,3.875,2.625,2.375,2.25,3.25,4.125,2.875,3.125,3.25,3.25,3,3.875,4,3.75,4.5,3.625,4.375,2.25,3.75,3.625,2.75
1124,"male",3.24242424242424,4,4.11111111111111,3.75,3.66666666666667,3.375,4.375,4,4,2.125,2.375,2.25,3.5,4.125,3.75,3.375,3.875,4,3.75,3.875,3.625,3.75,4,2.625,3.25,3.5,3.875,3.875,3.75
1239,"female",3.27272727272727,4.1,4.44444444444444,4.125,3.66666666666667,4.25,5,3.375,4.125,2.625,3.625,2.625,4.5,4,3.5,3.375,4.125,3.25,3.875,3.25,3.25,3.5,4.125,3.875,3.625,4.125,4.25,4.25,3.5
1049,"male",3.45454545454545,4.9,4.33333333333333,3.75,4.66666666666667,3,3.75,3.25,2.5,2.25,3.25,2.75,3.125,4.875,4.375,4,3.75,3.375,2.25,2.625,4.5,3.875,3.875,3.625,3.375,1.875,2.625,3.375,4.125
17,"female",3.15151515151515,4.6,4,3.75,3.33333333333333,3.375,5,2.25,4,2,3.125,1.375,3.625,4,5,2.75,3.5,2,2.625,3,3.25,4.625,4.75,4.25,4.125,1.75,3.625,4,3.5
1227,"male",3.27272727272727,3.8,4.22222222222222,3.5,3.66666666666667,2.875,2.125,3.25,2.375,1.75,2.75,2.25,3.25,4.375,4.5,4.125,3.375,3.25,2.75,3,3.25,2.375,3.875,3.125,3.25,4,4.75,4.625,4.25
306,"male",3.12121212121212,4,3.66666666666667,3,3.66666666666667,3.375,2.625,3,3.125,2.25,2.75,2,2.5,4.375,3.375,2.875,3.625,1.75,2.625,3.375,2,3.5,2.375,4,3.875,2.75,4.125,3.25,2.75
1198,"female",3.03030303030303,4.5,4.22222222222222,3.5,3.5,4,4.75,3.5,3.75,3.25,2.125,3.625,3.25,5,3.375,3.875,4.5,2.125,2.75,3.75,3.375,4.625,4.25,2.875,4,1.875,3.125,3.25,3.5
964,"female",3.48484848484848,4.9,4.66666666666667,4.25,4.33333333333333,4.375,4.75,4.75,4,3.5,2.5,3,4.5,4.875,2.25,2.375,4.125,3,3.5,3.5,4.375,4.5,3.625,4.375,4.25,3.875,4.125,4,3.75
464,"female",3.54545454545455,3.8,4.66666666666667,4.25,4.83333333333333,3.125,2.875,3.625,3.5,3,3.125,3.375,4.5,3.875,3.75,4.125,4,3.125,3.5,3.875,3.25,3.75,2.75,4,2.875,3.5,3.625,4,3.75
908,"male",3.12121212121212,4,3.44444444444444,3.375,3.5,4.75,4.625,2.375,3,2.75,2.125,2.375,3.625,4.375,3.375,1.5,4.375,2.125,2.75,2.625,2.75,4.875,4.75,4.125,4.375,4.5,4.5,3.25,4.5
234,"female",3.06060606060606,3.8,3.66666666666667,3.75,3.33333333333333,3.5,3.5,3.75,4,3,3,2.625,3.375,4.125,3.5,2.5,3.25,3.375,3.25,3.625,3.375,3.875,3.5,3.125,3.875,2.875,3.625,3.125,3.375
544,"male",2.96969696969697,3.8,4.11111111111111,3.875,3.66666666666667,3.875,4.5,2.125,3.625,1.75,2.625,3,3.25,4.375,4.5,4.125,4.125,3.5,2.5,4.25,3.25,4.5,4.375,4.375,4.25,4.25,4.375,4.25,3.375
845,"female",3.12121212121212,2.9,3.66666666666667,3.125,3.66666666666667,3.625,4.875,4.5,3.625,3.5,4.125,3.5,3.75,3.25,1.5,2.5,2.875,2.75,3.5,3,3.5,3,3.625,2.625,3.25,2.875,3,2.375,3
441,"male",3.24242424242424,3.6,3.66666666666667,3.875,3.16666666666667,3.875,5,3.375,3.875,3.375,3.625,4.125,4.25,4.125,4.375,4.5,4.5,2.625,3.75,3.375,3.75,4.125,4.125,3.625,4,4.375,4.75,3.75,3.875
850,"male",3.06060606060606,3.4,4.22222222222222,3.875,3.33333333333333,4.125,4.75,3.875,4.5,1.5,2.125,2.875,3.125,4.625,4.25,3.875,4.375,3,3.125,2.25,4.125,2.5,3.375,2,3.25,4,4.25,4.125,3.875
1114,"male",3.57575757575758,3.8,4.33333333333333,4.125,4.33333333333333,4,4.375,2.125,3.5,3.625,4.25,3.625,3.75,3.75,4,3.5,3.875,3,2.375,1.875,2.625,3.75,4.125,4.375,3.375,2.625,3.625,4.25,3
304,"female",3.18181818181818,3.3,4,3.25,4,4.5,4.625,3.125,4.25,4.375,3,1.625,3.5,4,3.875,2,3.375,3.125,3.5,3,4,2.625,2.75,4,3,4.75,4.375,3.875,4.125
737,"male",3.15151515151515,4,4.22222222222222,3.875,3.5,3.625,4.875,3.5,3.875,1.875,2.25,3,3.625,4.25,3.875,3.875,4.5,3.5,3.625,3.75,4.5,4,4.75,4.25,3.625,3.75,3.875,3.75,3.5
226,"male",3.36363636363636,3.9,4.33333333333333,4,4.16666666666667,3.75,4.625,3.625,3.5,1.75,3.25,3.625,4,4.75,4.75,4.625,3.625,3,3,3.625,3.25,3.75,4.375,4.125,3.875,4.625,4.75,3.75,3.875
311,"female",3.36363636363636,3.7,3.77777777777778,3.375,3.5,3.25,4,3.875,3.375,3.25,3.125,2.875,3,3.5,3.25,3.25,3.375,2.375,3.625,3,3.625,2.5,3.375,3.375,3.375,3.375,3.5,3.75,3.125
932,"male",3.18181818181818,3.9,4.11111111111111,4,4.5,3.5,4,3.375,3.375,2.25,3.625,3.75,4,4,3.5,3.625,4.125,3.5,3,2.875,3.375,3.375,3.875,4.125,3.25,4.5,4.75,4.25,4.875
524,"female",3.48484848484848,2.9,3.88888888888889,3.75,3.5,3.25,2.875,2.125,2.5,4.25,3.375,4,3.375,4,3.5,4.5,3.875,1.625,3.5,2,2.25,4.25,3.5,3.5,4,2.625,2.25,4,3.125
1066,"male",3.33333333333333,4,4.33333333333333,4.125,4.33333333333333,3.375,3.5,2.875,3.625,1.875,3.25,2.625,4,3.625,3.25,3.125,3.875,2.375,3,2.75,3,3.5,4.125,3.25,3.375,3.75,3.375,4.5,4
848,"male",3.27272727272727,3.5,3.88888888888889,3.375,3.16666666666667,3.25,3.625,4,3.375,3,3.375,3.25,3.625,3.875,3,3.5,3.375,2.75,3.75,3.125,3.5,4,3.625,3.125,3.75,3.75,3.75,3.375,3.625
278,"male",3.3030303030303,3.8,4.11111111111111,3.875,3.83333333333333,4.125,3.875,2.625,3.25,2.875,2.625,2.875,2.5,4.375,4.25,3.875,3.375,2.875,2.375,2.875,2.5,2.25,4.5,2.875,3.625,2.875,4.125,4.25,4.125
733,"female",3.33333333333333,3.7,3.66666666666667,3.5,3.33333333333333,3.875,3.875,3,3.5,2.625,3.375,2.75,2.75,3.875,3.125,2.625,3.5,2.625,2.875,2.75,3,4,3.625,3.75,3.375,3.625,3.25,3.375,2.875
1205,"female",3.33333333333333,3.8,4.22222222222222,4,4,3,4.25,3.75,4,2,3.25,2.75,4,3.75,3.75,4.5,4.375,3.875,3.25,3.625,3.375,2.25,3.25,1.875,2,4.125,4.5,3.625,3.75
1102,"female",3.24242424242424,3.1,4.22222222222222,3.875,3.16666666666667,3.875,4.875,3.875,4,2.125,3,2.375,3.875,4.625,3.625,3.875,4.25,3.625,3.5,3.5,4.25,2.75,3,3.375,3.25,4.25,3.875,3.25,3
275,"male",3.39393939393939,4.6,4.66666666666667,4.625,4.16666666666667,3.625,4,3.5,3.75,1.625,2.625,3,4.125,4.75,4.375,4.625,4.625,4.125,4.5,4.125,4,5,4.75,4.375,4.125,4.125,4.5,4,3.75
86,"male",3.48484848484848,3.8,3.66666666666667,4.375,4.16666666666667,3,4.625,3.25,3.5,2.875,3.75,3.125,4.125,3.75,3.875,4.25,3.5,2.5,3.125,2.875,3,4,3.625,2.875,3,3.25,3.875,3.25,3.625
762,"male",3.09090909090909,4.2,4,3.75,3.66666666666667,2.25,2,2.375,3,1.875,3.875,1.125,3.375,4.25,2.875,1.875,3.375,2.125,3.125,1.875,3.375,4,3.75,4,3.875,3.5,4,3.25,3.625
1276,"male",3.48484848484848,3.9,4.44444444444444,3.875,4.16666666666667,3.5,3.75,2.5,3.125,1.375,2.625,2,3.625,4.625,3.25,3.625,5,2.5,3.125,3,3.125,3.875,4.5,3.375,3.875,3.75,4.75,4.625,3.125
821,"female",3.12121212121212,3.6,4.22222222222222,4,3.83333333333333,4.75,5,4.375,4.375,2.75,3.625,2.75,4,4.5,4.125,3.875,4,4,4.125,3.125,4,3.25,4.125,4.5,3.75,4.5,3.125,4.25,3.375
385,"male",3.06060606060606,3.7,4.33333333333333,4.125,3.66666666666667,3.875,4.625,4.25,4,2.125,2.75,2.625,3.75,4.125,4,3.75,4,3.875,3.25,3.125,3.875,2.875,4.375,4,4.25,4.125,4.75,3.625,3.375
776,"female",3.09090909090909,4.3,4.55555555555556,4.25,3.66666666666667,4.375,4,2.625,3.5,2.75,2.625,2.625,4.125,4.5,3.75,3.875,4.75,4,2.75,3.375,3,3.875,3.875,3.75,2.75,3.625,3.5,4.5,2.75
622,"male",3.24242424242424,4.3,4.22222222222222,4.25,3.66666666666667,4.125,4.75,3.875,4.375,2.375,3.25,2.75,3.75,4.5,3.625,4,3.875,3.5,3.75,3.625,3.25,4.125,3.875,3.75,4.125,3.625,4.5,3.875,3.375
402,"male",3.36363636363636,3.8,4,3.875,4,3,3.75,2.625,2.5,3.125,3.5,3.125,3.625,4.25,4.125,3.75,4,2.375,3.5,2.75,3.25,4,4,3.75,4,3.375,3.625,3.875,3.375
1038,"female",3.27272727272727,3.4,3,3.625,4,3.75,3.625,3.875,4.25,3,3.75,3.375,4.125,3.875,2.875,3.5,3.375,1.875,2.875,2.875,2.5,3.875,3,3,3,3,3,1.875,2.875
554,"male",3.3030303030303,3.8,3.88888888888889,3.75,3.66666666666667,2.625,3.875,3.5,3.375,2.5,3.375,2.5,3.375,4,2.625,3.75,3.75,2.375,3.375,2.5,3.25,3.75,3.75,4,3.625,3.75,4,3.5,3.375
1370,"male",3.15151515151515,2.9,2.77777777777778,2.625,3.16666666666667,2.75,2.625,2.5,2.375,2.75,2.75,3.75,2.875,2.75,2.75,3,2.125,2.875,3.625,2.625,2.75,2.25,2.625,3.25,3,2.875,3.375,2.75,3.25
272,"female",3.66666666666667,3,3.44444444444444,3.875,4.5,3.125,3.625,2.75,3.875,2.5,3.625,3.25,3.25,2.5,2.125,3.25,3.25,3,3.375,2.625,3.625,2.875,4,3.125,3.25,3.625,4.5,3.5,4.25
32,"female",3.27272727272727,3.9,4,3.625,4,3.25,4,2.125,2.875,3.25,2.5,2.75,3.5,4,3.5,3.875,4.125,2.75,3.875,3.125,3.125,3.875,3.875,3.625,3.75,4.125,4,4.125,3.625
971,"male",3.18181818181818,3.5,3.88888888888889,3.625,3.33333333333333,3,3.875,3.75,3.75,3,2.75,2.625,3.5,3.875,3.75,3.75,3.625,3.75,3.375,3.25,3.75,3.75,3.5,3.75,3.5,4.375,4.25,3.25,3.5
1290,"male",3.27272727272727,4.3,4.44444444444444,3.625,4.33333333333333,3.5,4.25,2.75,2.5,2,2.625,1.75,2.375,5,4.625,3.375,4.375,3,2.875,3.25,3.5,2.875,4.625,3,3.375,4.375,4.375,4.5,4.5
516,"female",3.21212121212121,4,4.11111111111111,3.875,3.66666666666667,3.25,5,4,4.375,3.375,3.625,2.5,3.875,4.125,4.125,3.875,4.25,4,2.25,2.875,2.875,2.875,4.75,2.625,2.875,3.25,2.75,3.875,3.25
606,"male",3.51515151515152,3,3.77777777777778,3.75,4,3.25,4.5,2.875,3.5,3.375,3.25,3.5,3.625,4,3.625,3.75,3.75,1.75,3.25,3.25,3.375,3.875,4,4,4.125,4.125,4.125,3,3.25
103,"male",3.09090909090909,3.8,3.77777777777778,3.875,3.83333333333333,3.75,4.75,2.875,3.5,1.75,2.875,2.75,4.125,4,3.625,3.875,4.5,3.375,3.125,3.5,3.25,4.25,4,3.75,4.25,3.5,4.5,3,3.375
525,"female",3.18181818181818,4.5,4.44444444444444,4.125,4.16666666666667,4.125,4,2.75,4,2.875,4.5,3.25,4.25,3.375,4.375,3.875,3.5,2,2.25,2.875,2.625,4.5,3.75,4.75,3.125,4,3.875,4.125,3.75
655,"male",3.36363636363636,3.9,3.88888888888889,3.875,4.33333333333333,3.25,4.625,3.625,4.25,2.625,3.75,3.875,3.625,4,3.875,3.75,3.75,1.5,2,3.375,1.875,4.25,3.875,3.75,3.375,2.25,3.125,3.375,3.25
373,"female",3.39393939393939,3.3,3.66666666666667,3.375,4.16666666666667,3.125,4.125,4.375,3.625,2.5,2.875,2.5,3.25,4.625,3.5,3.375,3.625,3,3.875,3.375,4,3.75,3.625,3.875,3.25,3.5,3.5,3.75,3.75
994,"male",3.18181818181818,2.9,3.66666666666667,3.75,4.5,4.125,4.125,3.875,4,2.625,3.25,2.75,3.875,4,4.125,2.375,3.75,2,3,2.875,2.875,3,3.875,2.25,3.5,4.375,3.25,4.375,4.375
1056,"female",2.96969696969697,3.7,4.11111111111111,4.25,4,3.75,5,4.25,4,2.625,2.75,3.25,3.875,4.5,3.875,3.875,4.125,3.125,3.625,3.875,3.75,4.5,3.875,3.5,3.875,4.5,4,3.75,4
1178,"male",3.24242424242424,3.4,3.77777777777778,2.875,4,4.25,3.625,2.875,3.125,3,3.875,2.25,3.125,4.125,3.625,3.375,3.5,2.625,3,3.5,3.625,3.875,3.75,3.375,3.5,3,2.5,3.5,2.875
1076,"male",3.24242424242424,4.2,4.22222222222222,3.75,3.16666666666667,4.125,4.625,2.875,4.25,2.625,2.25,2.625,3.75,5,4.5,3.25,4.625,4,3.375,4,4.5,2.875,4,2.75,4.75,3.625,4.25,3.25,2.875
765,"female",3.12121212121212,4.1,4.11111111111111,4.125,3.66666666666667,2.625,4.75,3,3.5,4.125,3.25,3.25,4,3.625,3.625,4.125,4.125,2.625,3,3.625,3.25,4.125,3.625,3.875,3.625,4.125,4.375,3.375,3.375
177,"female",3.18181818181818,3.9,3.88888888888889,3.625,4.66666666666667,3.25,3.125,3.5,4.75,3.125,3.75,4.125,3.5,4.75,3.375,2.875,2.5,3,1.875,3,2.375,4.375,3.875,3.25,3.625,3.75,3.375,3.625,3.75
1025,"male",3.36363636363636,3.6,4.11111111111111,3.875,3.5,4.875,4.375,3.625,4,2.625,3.875,2.375,3.875,4.375,2.5,3.5,3.875,3.25,3.25,3.125,4,4,4.375,5,4.5,4.25,4.75,3.75,2.625
523,"male",3.21212121212121,3.6,3.44444444444444,3.5,3.5,3.5,3.625,4,3.875,2.25,3.125,2.125,3.375,3.5,3.375,3,3.125,2.125,3,3.125,2.625,3.75,3.625,3.875,3.75,3.75,3.875,3.125,3.625
1061,"female",2.93939393939394,3.7,3,3.625,4,3.625,4.25,3.125,3.75,2.625,4.125,1.875,3.375,3,3,2.25,2.5,2.75,3,3.625,3,3.625,4,3.125,3.375,4.25,3.625,3.125,3.5
1255,"male",3.09090909090909,2.6,3.55555555555556,3.125,4.16666666666667,2.5,4.125,2.5,3.75,4,3.75,2.75,3,3.25,2.25,2.5,2.75,2.375,3.75,3.125,3.5,4.125,4,3.625,3.375,2.875,4,2.75,2.375
1200,"female",3.09090909090909,4.6,4.33333333333333,3.875,4.33333333333333,3.875,4.375,2.25,3.25,3.875,3,2.625,4.125,4.75,4.125,2.5,4.5,2.375,2.75,2.375,2.875,4.5,4.875,4.375,4,3.875,3.625,4.125,3.5
1248,"female",3.78787878787879,3.9,4.44444444444444,4.125,3.5,4.375,4.875,1.5,3.75,3.125,2,2.625,4.375,4.875,4.375,4.5,4.75,3.75,3.875,3.375,4.5,4.375,5,4.375,4.25,2.375,3.125,2.625,3.75
1085,"female",3.27272727272727,4.1,4.22222222222222,4.125,4.33333333333333,3.875,4.875,3,3.75,2.5,2.75,2.125,3.25,4.875,4.625,3.75,4,3.125,3.25,3.5,3.75,3.125,4.125,3.5,3.625,4,3.625,4.375,3.875
863,"female",3.3030303030303,3.8,3.55555555555556,3.625,3.33333333333333,3.625,4.625,3.75,3.625,3,3.125,3.125,4,3.75,3.375,4,4.125,2.75,3.625,3.125,3.5,3,3.875,3.875,3.75,4.375,3.625,4.125,2.75
1243,"female",3.24242424242424,4.4,4.33333333333333,4.125,3.83333333333333,3.625,4.375,4.375,3.75,2.75,4,3.75,4.375,4,3.75,2.875,4.125,3.125,3.75,3.25,3.875,3.375,4.375,4.5,3.75,4.625,3.625,4.25,4.625
1077,"male",3.66666666666667,3.4,4.22222222222222,4.375,4.66666666666667,3.75,4.625,3.125,3.75,3.25,4.25,3.5,4,4.125,3.25,3.5,3.625,3.125,4.25,3.625,4.375,4.125,4.25,4.75,4.125,3.25,3.25,4,3.25
